file,PDPGP,PDPSHAGP,SelfCGP,SelfCSHAGP
II.13.23,0.980806075334549,0.9945188075304031,0.9813050782680511,0.9841370058059692
II.13.34,0.98341224193573,0.9865208381414413,0.9810161513090133,0.9819650888442993
II.15.4,0.801094555258751,0.9276204997301102,0.764671066403389,0.9046287161111831
II.15.5,0.830293298959732,0.9135660713911057,0.7743903070688247,0.8701757645606994
II.2.42,0.764323462843895,0.9025558787584305,0.7178343224525452,0.8361364871263504
II.21.32,0.7228979170322418,0.8788440638780594,0.6565335083007813,0.8162257784605026
II.24.17,0.9421572709083557,0.9693780863285064,0.9300902986526489,0.9602371317148208
II.27.16,0.9518427336215973,0.9881849497556686,0.9301413142681122,0.9778953164815902
II.27.18,0.9983776324987411,0.9994669967889785,0.9986374652385712,0.9956315630674362
II.3.24,0.8848724371194839,0.9612353849411011,0.8410909056663514,0.9598572629690171
II.34.11,0.8503858202695846,0.920868507027626,0.7665313363075257,0.8597755318880081
II.34.2,0.9296594715118408,0.9823256117105484,0.8862285286188125,0.9687172412872315
II.34.29a,0.8692987185716629,0.8990522813796997,0.7511766284704209,0.7876643186807633
II.34.29b,0.7645184147357941,0.9459201329946518,0.7658440786600113,0.879040675163269
II.34.2a,0.8800389969348907,0.8902548056840897,0.7620313656330109,0.8283037829399109
II.35.18,0.6440346306562423,0.6987994307279587,0.558460106253624,0.6433673077821731
II.35.21,0.8779471117258072,0.9126475715637207,0.8503230738639832,0.875637040734291
II.36.38,0.7409728616476059,0.8401350110769272,0.6962178182601929,0.7327179455757141
II.37.1,0.9819054198265076,0.9958028876781464,0.9878000891208649,0.9907710480690003
II.38.14,0.9010215598344803,0.9515814542770386,0.8517676144838333,0.8892381566762925
II.38.3,0.919746395945549,0.9853008031845093,0.9147558569908142,0.9833043158054352
II.4.23,0.7726587909460068,0.9087857151031494,0.6376827424764633,0.8338668340444565
II.6.11,0.4956877624988556,0.7894105154275894,0.29741636633872987,0.5424437522888184
II.6.15a,0.8003885996341705,0.9009578293561935,0.7971894562244415,0.8259263169765473
II.6.15b,0.4395902532339096,0.6788170009851455,0.3452879232168198,0.4956218892335892
II.8.31,0.9805120134353638,0.9923934483528137,0.9603950399160385,0.9754387974739075
II.8.7,0.8157261735200882,0.93740578353405,0.7817537462711335,0.8781744861602783
III.10.19,0.8898670703172684,0.9258120727539062,0.8767956691980362,0.9193471562862396
III.12.43,0.9425979310274124,0.9667583602666855,0.8883028590679168,0.9161993962526321
III.13.18,0.8321734356880188,0.9541427606344223,0.8117513620853424,0.8645728653669358
III.14.14,0.7941158771514892,0.8979700529575347,0.724204096198082,0.8147635579109191
III.15.12,0.42927434980869295,0.586759226322174,0.3468707346916199,0.49534089386463165
III.15.14,0.6911015683412551,0.8938454079627991,0.6369045662879944,0.7858963030576706
III.15.27,0.7555442053079605,0.962018511891365,0.7143385803699493,0.7527350240945816
III.17.37,0.7906376624107361,0.8986505937576293,0.77865140914917,0.8452132958173751
III.19.51,0.4632294827699661,0.6959252899885178,0.4078193140029907,0.5795340991020203
III.21.20,0.886370592713356,0.9533103060722351,0.8499795567989349,0.9065108942985535
III.4.32,0.7941767311096192,0.9544496536254883,0.7661754477024079,0.8916598200798035
III.4.33,0.9871411263942719,0.9929770988225937,0.9843453246355057,0.9869901591539383
III.7.38,0.922233853340149,0.9630201143026352,0.891310356259346,0.954516504406929
III.8.54,0.04592109084129334,0.08861739695072174,0.016151933073997496,0.04321079313755036
III.9.52,0.38237502992153166,0.594750707745552,0.38127401828765867,0.5212569862604142
test_1,0.8951617515087128,0.9312253427505494,0.8792300647497178,0.8935468941926956
test_10,0.7901795816421509,0.9577679944038391,0.7895104598999023,0.8628348582983016
test_11,0.6286063212156295,0.7865645730495453,0.6318750727176666,0.6492338442802429
test_12,0.9547393226623535,0.9877708166837692,0.941564906835556,0.951950678229332
test_13,0.4890781766176224,0.7175997561216354,0.43953048706054687,0.5542372405529022
test_14,0.30028005242347716,0.4319854485988617,0.22300779342651367,0.2690436440706253
test_15,0.8602938079833984,0.8984119415283203,0.8593981492519379,0.8690287601947785
test_16,0.8535846351373075,0.9240318238735199,0.8512705314159393,0.8648713839054107
test_17,0.7598244994878769,0.9354516291618347,0.730515296459198,0.866118551492691
test_18,0.7179097199440002,0.7705787146091461,0.6302809095382691,0.6826994061470032
test_19,0.7804670733213425,0.8500418227910995,0.6759765660762787,0.7421473562717438
test_2,0.4515647155046463,0.5898782527446746,0.40422221899032595,0.5001352590322494
test_20,0.8343218713998795,0.8873432207107544,0.7688183230161667,0.793262192606926
test_3,0.9079939812421799,0.9333102369308471,0.9036896032094955,0.9231616777181625
test_4,0.7639229249954224,0.8618977385759353,0.7818183523416519,0.708616448044777
test_5,0.9321548891067505,0.9605152899026871,0.9023971855640411,0.9135470324754715
test_6,0.5800683897733688,0.601657063961029,0.41583172619342806,0.5509121006727219
test_7,0.9335939687490463,0.9751214790344238,0.9282706600427627,0.9388465058803558
test_8,0.603526536822319,0.7815172117948532,0.5745588475465775,0.6353512507677078
test_9,0.6407947444915771,0.8677025884389877,0.6078144775496589,0.8763770866394043
